objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237673740470387355,102.980319196016,29.2161076195485,17.32697,15.68364,15.109,14.94021,14.85423,6581,301,5,145,3013072872689133568,STAR,-3.385046E-05,2676,54179,599
1237651714259746907,244.828111414876,49.6424596695017,19.22466,17.97188,17.58205,17.40997,17.35967,1453,301,2,27,3701988113099366400,STAR,-0.0005446157,3288,54908,106
1237651714261909615,249.142186957167,45.6169052862412,19.16358,18.24459,17.9636,17.85156,17.81755,1453,301,2,60,6785933531107579904,STAR,-0.001612046,6027,56103,490
1237651714259746925,244.889303275825,49.6262466213452,17.41654,16.17397,15.7753,15.62804,15.59963,1453,301,2,27,3701988937733087232,STAR,-0.0002002941,3288,54908,109
1237651714260074646,245.527677937113,48.9978800130562,19.2449,18.27537,17.94251,17.78869,17.75302,1453,301,2,32,9618755720104400896,STAR,-9.156247E-05,8543,57542,701
1237651714264137749,252.840671443374,41.4055663856756,18.93023,18.07807,17.77753,17.63845,17.58671,1453,301,2,94,3705390277473705984,STAR,-0.0003874404,3291,54939,195
1237651714263744792,252.198790915207,42.046152664559,19.41944,18.08456,17.51736,17.29231,17.15959,1453,301,2,88,3705434532816723968,STAR,-0.0003863817,3291,54939,356
1237651714259812458,244.878103735796,49.4842107791255,17.70798,16.42156,15.90502,15.67745,15.5968,1453,301,2,28,3701989487488901120,STAR,-0.0006634553,3288,54908,111
1237673740470649927,103.605597921746,29.4889556472494,19.54926,18.12029,17.4833,17.19874,17.08927,6581,301,5,149,3610869934265049088,STAR,-5.695988E-05,3207,54850,396
1237673740470452400,103.035521547549,29.2951410584003,15.66266,14.38956,14.44475,14.52586,14.60912,6581,301,5,146,3013069574154250240,STAR,-8.608255E-05,2676,54179,587
1237673740471042496,104.465043953091,29.942149867256,18.51224,17.31591,17.13063,17.08174,17.09491,6581,301,5,155,3609719295380135936,STAR,4.315003E-05,3206,54852,306
1237673740473729186,111.105554423804,32.113903927571,17.70395,16.46803,16.46103,16.50418,16.58473,6581,301,5,196,3014180355792988160,STAR,-0.0003816253,2677,54180,532
1237673740471501421,105.700070949243,30.2156974697163,19.00449,17.82247,17.30742,17.12018,17.05395,6581,301,5,162,3609752830484783104,STAR,0.0006710382,3206,54852,428
1237673740468617958,98.7990616151423,27.5246750633657,17.73735,16.22125,15.6502,15.42577,15.33074,6581,301,5,118,3015315051675412480,STAR,9.348265E-05,2678,54173,564
1237671069529735182,20.0112593144813,40.5084687925446,18.67232,16.9746,16.32689,16.08801,15.97005,5959,301,6,25,2300302351463901184,STAR,-0.0001953339,2043,53351,323
1237654604254150698,165.113178740242,3.67986439774944,19.28321,17.97675,17.46592,20.00206,16.76455,2126,301,1,306,653045075441379328,GALAXY,0.09153931,580,52368,84
1237678845571170400,323.285006104215,6.78363626751419,19.01645,19.37134,19.85978,20.19385,20.6103,7770,301,2,73,4598413355199518720,STAR,-0.0003730154,4084,55447,866
1237661381698978063,147.037143077764,34.6940772399676,19.089,17.80058,17.06304,16.67244,16.42024,3704,301,1,99,1795843936833529856,GALAXY,0.1198419,1595,52999,122
1237661381704417399,161.583725938332,38.7809663660765,19.50041,17.57986,16.71684,16.29695,15.98134,3704,301,1,182,2249705851386357760,GALAXY,0.05676044,1998,53433,574
1237679437737361514,27.2079270498223,-8.1595108001926,18.46979,17.34461,16.7731,16.37972,16.20378,7908,301,1,36,747753705268340736,GALAXY,0.09244927,664,52174,568
1237679437737754752,28.0774320187489,-8.06221229595716,19.40986,17.88186,16.96309,16.48403,16.16114,7908,301,1,42,748824629493131264,GALAXY,0.1407292,665,52168,368
1237661356460408941,152.599524911994,41.945241982136,19.19126,17.74784,17.20034,16.8902,16.67021,3698,301,2,13,1371414026826835968,GALAXY,0.06057867,1218,52709,247
1237661356465979455,169.54227057389,45.6201397288002,19.40553,17.38356,16.39912,15.98468,15.66891,3698,301,2,98,1622492461106489344,GALAXY,0.1107298,1441,53083,257
1237680275798622471,4.72772166350279,26.8271182078557,19.48707,18.31105,17.19376,16.63712,16.3081,8103,301,2,124,7066417025992906752,GALAXY,0.2285976,6276,56269,979
1237680275795476544,356.70820984748,26.5104548742834,19.52809,17.70325,16.66693,16.20555,15.80926,8103,301,2,76,7336384244196071424,GALAXY,0.118767,6516,56571,74
1237680275796394289,359.120817794495,26.6553903869931,18.97583,17.09896,16.17954,15.75033,15.41063,8103,301,2,90,7330802023141758976,GALAXY,0.05642069,6511,56540,246
1237680275795148897,355.820348335157,26.4248066147719,19.33083,17.42335,16.47583,16.0316,15.67497,8103,301,2,71,7336428774416996352,GALAXY,0.05738948,6516,56571,236
1237678600220967334,335.229789666888,14.3269914943017,19.34872,17.30736,16.20873,15.69127,15.26821,7713,301,1,70,829878983297361920,GALAXY,0.1027791,737,52518,330
1237660751410036999,65.2980426499826,30.2370346558008,17.07375,15.69187,15.07823,14.78746,14.63264,3557,301,3,61,1409650922451134464,STAR,-0.001083029,1252,52970,88
1237660751408267509,65.3202640964648,26.2430745896091,17.79401,16.37738,15.80704,15.55948,15.44064,3557,301,3,34,1412047857833240576,STAR,9.344518E-05,1254,52972,616
1237661381704155381,160.897522459688,38.6676965363128,19.53663,18.62387,18.11363,17.73737,17.66989,3704,301,1,178,2249669567502641152,GALAXY,0.1692215,1998,53433,442
1237661381703565395,159.13973276844,38.2852171697426,19.33273,18.17159,17.59846,17.15634,16.97729,3704,301,1,169,1610037466905995264,GALAXY,0.09370472,1430,53002,2
1237671763709132815,191.159123210847,-8.48625803776825,18.51861,17.53463,17.20411,17.09206,17.05334,6121,301,3,106,3027583676893390848,STAR,0.0003192689,2689,54149,141
1237671763709132939,191.168514229381,-8.36647153854762,18.41121,17.47212,17.18865,17.09953,17.06438,6121,301,3,106,3027585875916646400,STAR,-5.715173E-05,2689,54149,149
1237658311332069502,192.064179676347,59.3301746435652,19.29709,17.99991,17.21617,16.80387,16.54568,2989,301,2,66,1077550572510406656,GALAXY,0.1665525,957,52398,234
1237658311334363399,202.241388537282,58.3074953229807,19.12643,17.92887,17.39169,17.06529,16.90073,2989,301,2,101,1080950537794381824,GALAXY,0.1172645,960,52425,315
1237658311333576935,198.882403719803,58.787881472249,18.85836,17.88947,17.4552,17.26608,17.06828,2989,301,2,89,1078654482386020352,GALAXY,0.02781416,958,52410,154
1237651735211147385,159.615972379153,1.34580159029307,18.86343,18.40015,18.24311,18.10855,17.98786,1458,301,1,232,569791698448705536,QSO,0.7230587,506,52022,314
1237651735223926796,188.690372276032,1.6110053600027,18.87641,18.70445,18.84894,18.62661,18.51408,1458,301,1,427,585480909206087680,QSO,0.5235617,520,52288,47
1237651735224320023,189.663550511085,1.48989874047376,16.8338,15.92292,15.67776,15.58076,15.55945,1458,301,1,433,5352606866987046912,STAR,0.0001206574,4754,55649,286
1237651735227924516,197.850045460304,1.44543857154974,18.8381,18.58955,18.58583,18.4617,18.46953,1458,301,1,488,591155213956573184,QSO,0.5067741,525,52295,210
1237651735228514375,199.233274488236,1.44982951638398,16.61103,15.68097,15.35901,15.23667,15.19392,1458,301,1,497,4508329815666087936,STAR,0.0002849203,4004,55321,824
1237651735232053295,207.36525715124,1.36214237506348,17.08416,16.08912,15.7318,15.58785,15.53627,1458,301,1,551,596783609466087424,STAR,0.0003170386,530,52026,206
1237651735236051118,216.415592219524,1.15747171400533,19.15308,19.12846,19.41585,19.72782,20.10105,1458,301,1,612,343540785892845568,STAR,2.569777E-05,305,51613,514
1237651735237034101,218.740511887896,1.15691818051629,19.07298,18.06266,17.94255,17.92776,17.96856,1458,301,1,627,345743658277955584,STAR,-0.0003341733,307,51663,336
1237651735237951759,220.846969823701,1.09746128600098,19.42845,19.22471,18.95845,18.93408,18.94978,1458,301,1,641,346868458656393216,QSO,1.172795,308,51662,332
1237651735238410351,221.857261076014,1.08807473928755,17.59734,16.51559,16.14808,16.02154,15.99529,1458,301,1,648,3275353682866104320,STAR,9.787007E-06,2909,54653,403
1237651735239131235,223.556685844567,1.09701940256518,17.50642,16.51368,16.12688,15.96244,15.89421,1458,301,1,659,3731329131682570240,STAR,-0.0005464909,3314,54970,352
1237648702966726812,183.969398862131,-1.20398936150361,18.67024,17.3274,16.66518,16.27936,16.0012,752,301,1,270,323145951587887104,GALAXY,0.0795421,287,52023,46
1237648702973739206,199.976164644195,-1.08058055403345,19.30993,17.75513,16.85788,16.46152,16.1431,752,301,1,377,333288945699809280,GALAXY,0.1390518,296,51984,82
1237678600220508303,334.114264140621,14.1052650441981,19.10579,17.50546,16.83204,16.49885,16.24618,7713,301,1,63,828808328866981888,GALAXY,0.02550438,736,52221,531
1237648702974197883,201.033065075142,-1.16631458902716,17.8022,16.76856,16.33308,16.02335,15.87057,752,301,1,384,334462124187215872,GALAXY,0.0830057,297,51959,254
1237648702982848710,220.758996172719,-1.0814447891593,18.82898,17.93278,17.50592,17.1883,17.062,752,301,1,516,346859662563371008,GALAXY,0.1076543,308,51662,300
1237648702974132430,200.979000025872,-1.08719276394368,19.11467,17.84643,17.12641,16.74896,16.49077,752,301,1,383,334463223698843648,GALAXY,0.08230802,297,51959,258
1237648702978916872,211.81046889531,-1.19534499128044,19.51697,18.10255,17.40527,17.03899,16.81145,752,301,1,456,340077875279456256,GALAXY,0.05444937,302,51688,204
1237648702978982395,211.944816459841,-1.0499677097025,18.88987,17.94417,17.47065,17.22611,17.01732,752,301,1,457,340057534314342400,GALAXY,0.02599834,302,51688,130
1237663479800070331,343.344084367967,0.435670958732224,19.29891,18.18571,17.7461,17.44574,17.27756,4192,301,5,245,761248286421051392,GALAXY,0.06598622,676,52178,509
1237655500272501012,197.827600169216,-1.29465014175991,19.45443,18.06961,17.39347,17.04729,16.81061,2334,301,6,13,382921175556188160,GALAXY,0.08386592,340,51990,419
1237655500273483918,200.038683069501,-1.33238772192584,18.81467,17.55494,16.86383,16.42727,16.16476,2334,301,6,28,384046520674052096,GALAXY,0.05918783,341,51690,417
1237655500273877096,200.887859038264,-1.26401986962572,19.16299,17.92227,17.33622,17.01591,16.72094,2334,301,6,34,384098197720557568,GALAXY,0.0853848,341,51690,605
1237655500272959646,198.862108776345,-1.30741070184316,19.18885,17.08972,16.11425,15.71209,15.35833,2334,301,6,20,382961307730601984,GALAXY,0.0852125,340,51990,565
1237655500273549444,200.186507386199,-1.33897616297899,18.66573,17.20812,16.42789,16.00317,15.68596,2334,301,6,29,384053392621725696,GALAXY,0.07691361,341,51690,442
1237655500273483853,199.984271333131,-1.36602877632922,18.62833,17.02988,16.2259,15.82244,15.52247,2334,301,6,28,384047070429865984,GALAXY,0.07997414,341,51690,419
1237678600228896968,353.850729562208,16.2406014251365,19.03091,17.27305,16.311,15.82812,15.4282,7713,301,1,191,6909884228487632896,GALAXY,0.04171744,6137,56270,860
1237665567145459754,218.511536912024,22.024167196729,17.94499,16.61893,16.11566,15.90613,15.84709,4678,301,5,112,3337257561547106304,STAR,-0.0001693635,2964,54632,328
1237665567146311740,220.541269168818,21.6240487028663,17.95087,16.79582,16.99928,17.16562,17.25159,4678,301,5,125,3337316110541285376,STAR,-0.0003932846,2964,54632,541
1237665567146377403,220.701329253864,21.4469912208409,19.45287,17.9818,17.42486,17.22221,17.13335,4678,301,5,126,3337331228826167296,STAR,0.0001685692,2964,54632,596
1237665567148539912,225.701264692328,20.2547091833027,17.33028,16.20188,15.99553,15.9178,15.90036,4678,301,5,159,3143601951661385728,STAR,-0.0007027697,2792,54556,325
1237665567150309524,229.829578783652,19.106859963866,19.43098,19.34134,19.14381,19.08011,19.1284,4678,301,5,186,3144798765286713344,QSO,1.316093,2793,54271,583
1237665567150702697,230.792946717342,18.7022373001561,18.96055,18.74745,18.75284,18.59204,18.38955,4678,301,5,192,3145866395540023296,QSO,0.4573246,2794,54537,371
1237665567152275525,234.365923722456,17.6301989743737,19.15678,19.22173,19.59709,19.86852,20.15059,4678,301,5,216,4433818111792404480,STAR,6.447815E-05,3938,55328,88
1237666275280552138,33.2597803546675,22.4181694829688,19.45065,17.34042,16.53245,16.24082,16.05205,4843,301,4,148,2303612155938760704,STAR,-4.671302E-05,2046,53327,76
1237665097393963149,152.884619273415,30.2250428444158,18.57192,17.55718,17.04395,16.69298,16.54403,4569,301,2,273,2198907313413187584,GALAXY,0.07846498,1953,53358,90
1237662193453170830,186.19301616813,41.5716154519533,18.94036,17.88587,17.38702,17.09547,16.8894,3893,301,1,181,1634839977172953088,GALAXY,0.03792629,1452,53112,121
1237662193453564094,187.314796246844,41.4729024811281,18.9333,17.90462,17.45383,17.28183,17.06201,3893,301,1,187,1634817986940397568,GALAXY,0.0212264,1452,53112,41
1237662193457037474,197.835561839973,40.9125968943425,19.21323,17.99413,17.36358,16.97627,16.84974,3893,301,1,240,1643878787823200256,GALAXY,0.1099488,1460,53138,236
1237662193457954897,200.585487270106,40.5430164733129,18.50361,16.62839,15.69561,15.24441,14.87463,3893,301,1,254,1646102549654169600,GALAXY,0.07574006,1462,53112,134
1237662193458806963,203.073384056713,40.0226382959054,18.03361,16.52065,15.75079,15.31179,15.03395,3893,301,1,267,1648385410319017984,GALAXY,0.08025738,1464,53091,247
1237662193459527821,205.206526350168,39.6361547160337,19.42433,18.13482,17.40635,17.07586,16.93113,3893,301,1,278,1550442013340493824,GALAXY,0.2075027,1377,53050,283
1237662193456513135,196.433847121243,41.0300839310418,19.46515,18.06612,17.07565,16.62237,16.3553,3893,301,1,232,1643896654887151616,GALAXY,0.1757567,1460,53138,301
1237680241987092641,359.503903745023,-7.83070858618312,19.3928,17.34386,16.42405,15.93302,15.64093,8095,301,3,297,8046880411778045952,GALAXY,0.07505641,7147,56574,268
1237663784195784757,356.375343795889,0.200604091942871,18.5502,17.67678,17.38642,17.28508,17.26044,4263,301,4,91,2141599941280163840,STAR,-0.0003511882,1902,53271,503
1237663784195850243,356.421241396596,0.122443121293134,19.06514,16.99444,16.17286,15.88754,15.6458,4263,301,4,92,1229580873960024064,STAR,-4.302596E-05,1092,52639,357
1237663784196309006,357.507362760984,0.143278899965097,17.53241,16.42499,16.07266,15.97091,15.93158,4263,301,4,99,1675469953010001920,STAR,3.33226E-05,1488,52965,476
1237663784201683134,9.85435428550548,0.0263659447225903,19.29599,17.1576,16.27502,15.95048,15.79667,4263,301,4,181,2143789075826501632,STAR,-0.0001750594,1904,53682,275
1237663784204697652,16.7187772228088,0.190800795623715,17.6182,16.55928,16.22993,16.10372,16.10229,4263,301,4,227,2621228636337891328,STAR,0.000146531,2328,53728,486
1237663784197226515,359.601606811392,0.0603547089905754,18.8048,16.97108,16.1942,15.8811,15.72798,4263,301,4,113,1676595028719331328,STAR,-0.0003356212,1489,52991,473
1237663784198406247,2.30375445966064,0.0845834149492857,17.96428,17.72054,17.57293,17.37299,17.32016,4263,301,4,131,4748167389178517504,QSO,1.736135,4217,55478,900
1237663784216231967,43.0011545276824,0.169352061594415,17.82915,16.78066,16.39034,16.23886,16.20597,4263,301,4,403,8807054171755010048,STAR,0.0007254289,7822,57041,964
1237663784199323878,4.4816182603261,0.142577667125744,19.57501,18.69523,18.35409,18.22747,18.19053,4263,301,4,145,439199126958139392,STAR,0.0002090661,390,51900,357
1237663784201748513,9.95217307100505,0.138800732039557,17.38717,16.28465,15.91649,15.76589,15.73654,4263,301,4,182,1275808197021558784,STAR,-0.0002957196,1133,52993,595
1237663784204042247,15.1323002101561,0.0872200732545558,19.10008,18.01843,17.52989,17.31633,17.21394,4263,301,4,217,1686695416118142976,STAR,-0.0001052673,1498,52914,354
1237663784204107779,15.2734423893564,0.0473713835584083,17.86359,16.86049,16.54599,16.42834,16.39012,4263,301,4,218,10575657950340470784,STAR,-0.0001329215,9393,58100,291
1237663784213348439,36.4838694762638,0.0309223474015398,18.16467,16.94142,16.45767,16.28175,16.22006,4263,301,4,359,8256262337079826432,STAR,4.414624E-05,7333,56686,139
1237663784208629773,25.6100131650152,0.199206410494879,19.21969,19.09078,18.76175,18.59076,18.48418,4263,301,4,287,10557713370785798144,QSO,1.412329,9377,58098,545
1237680305862410327,340.050356788433,24.6430992501498,17.9991,17.04108,16.72663,16.58747,16.56082,8110,301,2,109,8616754277078292480,STAR,-0.0005934321,7653,57306,881
1237680305864245471,344.572065938296,25.569191213609,19.55706,18.41023,17.97325,17.78564,17.70461,8110,301,2,137,8622363160870148096,STAR,-0.001111203,7658,57312,806
1237668624619929647,177.415829469292,17.6224926963863,18.80643,17.63141,17.20625,16.88661,16.86319,5390,301,4,30,2828366184150231040,GALAXY,0.08075269,2512,53877,384
1237668624623206592,185.30617743343,17.7122081120607,19.37874,17.56514,16.69971,16.32433,15.99371,5390,301,4,80,2924099018252380160,GALAXY,0.09779858,2597,54231,498
1237672025708888797,334.681684803916,40.0259678107397,16.73765,15.63163,15.77071,15.9155,15.98207,6182,301,3,209,2949975202563385344,STAR,-0.0007190908,2620,54397,427
1237672025709150828,334.959489947616,39.49013105192,16.57351,15.20519,15.14416,15.17988,15.21046,6182,301,3,213,2949977951342454784,STAR,-0.0001149402,2620,54397,437
1237672025709478584,335.545338059187,39.0239477085656,18.86993,17.19145,16.41231,16.11082,15.89311,6182,301,3,218,2949902085040138240,STAR,-0.001017337,2620,54397,161
1237672025709478374,335.684233784671,38.9384603389508,15.68781,14.53588,14.2738,14.19287,14.17792,6182,301,3,218,2949903734307579904,STAR,8.629524E-05,2620,54397,167
1237665566083383661,244.849614895013,13.0544912522088,19.30217,18.38802,18.04587,17.92416,17.86721,4678,301,3,290,4579192241235712000,STAR,-0.0003962699,4067,55361,572
1237665566083645769,245.402814755111,12.9497284242179,19.42017,18.30225,17.87054,17.72098,17.683,4678,301,3,294,2848656571796318208,STAR,-0.0002379658,2530,53881,472
1237665566083842140,245.871438968529,12.7136318141399,17.49708,16.39327,16.50736,16.62814,16.73618,4678,301,3,297,2848661794476550144,STAR,-0.0007580146,2530,53881,491
1237671128052793479,177.576379139619,1.50991885104048,19.46131,19.18695,18.8228,18.89888,18.85377,5973,301,3,88,579917926149154816,QSO,1.008199,515,52051,289
1237671128053710872,178.615785096682,3.20274209448398,19.23321,18.26983,17.97246,17.84926,17.81811,5973,301,3,102,5364948885428262912,STAR,0.001122382,4765,55674,130
1237671128053972996,178.766976318394,3.81397639207399,18.17073,17.56491,17.61723,17.75702,17.59793,5973,301,3,106,5364943937625937920,QSO,0.7677803,4765,55674,112
1237671128054366453,179.331309437921,4.66645099186832,19.28869,17.62597,16.94691,16.65706,16.5286,5973,301,3,112,3655811922932113408,STAR,0.0006378407,3247,54888,54
1237671128054628545,179.565236810993,5.19820452726349,19.4968,18.50818,18.10473,17.95993,17.93878,5973,301,3,116,3655825941705367552,STAR,0.0001745633,3247,54888,105
1237671128055218272,180.290372195457,6.35654825283935,18.76165,17.77559,17.32178,17.16099,17.0983,5973,301,3,125,3655971077240233984,STAR,0.000522799,3247,54888,633
1237671128055283760,180.299262493837,6.46246257934489,18.82633,17.92975,17.66675,17.57415,17.57453,5973,301,3,126,5439363282724214784,STAR,-0.0005799721,4831,55679,512
1237671128055349345,180.303620564599,6.56100716512039,18.10091,17.06788,16.69991,16.57066,16.54196,5973,301,3,127,1827407068886231040,STAR,-5.199097E-05,1623,53089,260
1237671128056725506,181.914724681089,9.25579250370959,18.78489,17.89461,17.5597,17.43285,17.41001,5973,301,3,148,6069811985482274816,STAR,-0.0001665366,5391,56000,311
1237671128056856617,182.170235348681,9.52920562888007,17.12858,15.83675,15.8205,15.87998,15.91395,5973,301,3,150,1383782708240476160,STAR,0.0004824787,1229,52723,188
1237671128056987652,182.258763349929,9.76575966107367,17.78543,16.52249,16.55054,16.62619,16.67977,5973,301,3,152,1383777760438151168,STAR,2.113507E-05,1229,52723,170
1237671128056987650,182.317191186915,9.71766511303425,18.28798,17.09456,17.01192,17.01723,17.04398,5973,301,3,152,1383776660926523392,STAR,0.0003854801,1229,52723,166
1237654600486682901,143.330590327355,2.96619176051654,19.19673,17.85769,17.19679,16.8407,16.61814,2125,301,2,163,640695633971275776,GALAXY,0.1269347,569,52264,213
1237654600495267938,162.933000664404,3.99777292594942,19.04876,18.08912,17.77438,17.6331,17.47948,2125,301,2,294,651942539653310464,GALAXY,0.01710494,579,52338,169
1237671938730295339,255.713083837084,62.9647625545592,17.4826,16.19663,15.57019,15.15484,14.89223,6162,301,1,125,392955038911195136,GALAXY,0.08299356,349,51699,58
1237671938722824338,225.311961787895,55.475955144396,18.45641,17.39912,17.07914,16.87407,16.79671,6162,301,1,11,891744101777565696,GALAXY,0.03673921,792,52353,114
1237665443123888235,188.424700345547,30.8559807028479,18.86139,18.58664,18.21591,18.1883,17.87618,4649,301,6,45,2515417411310610432,QSO,0.3480858,2234,53823,571
1237665443124019228,188.756784894011,30.9766382456032,18.35735,17.46302,17.15774,17.06602,17.02661,4649,301,6,47,7293730336005183488,STAR,-0.0001546579,6478,56341,548
1237665443124740136,190.627205089021,30.9235808496379,17.90672,16.52748,15.97626,15.75081,15.64299,4649,301,6,58,2766436471677151232,STAR,2.322435E-05,2457,54180,365
1237665443124805663,190.835478279121,30.9107487651034,17.97623,16.30791,15.65091,15.3835,15.24129,4649,301,6,59,2766439220456220672,STAR,0.0002253541,2457,54180,375
1237665443125198897,191.878430025047,30.7242760969015,18.75657,17.67988,17.24564,17.03932,16.96343,4649,301,6,65,2766481001898076160,STAR,-0.0003432344,2457,54180,527
1237665443125526532,192.625892176045,30.7959031149508,17.46678,16.52142,16.22433,16.11582,16.08805,4649,301,6,70,2766502992130631680,STAR,-0.0005779449,2457,54180,607
1237665443125723224,193.168773838615,30.6045383926063,19.54297,17.81086,17.0687,16.75489,16.61535,4649,301,6,73,3643509212518129664,STAR,6.368764E-05,3236,54892,353
1237665443126050850,194.150867532856,30.534328049617,18.62326,18.34189,18.22991,18.1603,17.95616,4649,301,6,78,7300514323033774080,QSO,2.08063,6484,56358,652
1237665443126181902,194.399744081841,30.6349415224119,17.766,16.65331,16.25307,16.11395,16.05754,4649,301,6,80,3643563088587890688,STAR,-0.0001547545,3236,54892,549
1237665443130376295,205.486197452618,29.4110154461972,19.31759,17.94864,17.34679,17.10044,16.99632,4649,301,6,144,2786726029002120192,STAR,-0.0003290974,2475,53845,450
1237665443130769500,206.397004411383,29.1702263076599,19.13876,17.41081,16.751,16.49063,16.38503,4649,301,6,150,3297869481358944256,STAR,-0.0001733212,2929,54616,395
1237665443130769466,206.49829737029,29.2244002160751,17.50838,16.51641,16.24685,16.14055,16.12068,4649,301,6,150,3269728580053002240,STAR,-0.000108307,2904,54574,419
1237665443130835009,206.597709131068,29.1600732084486,19.48516,17.79833,17.19003,16.95419,16.8439,4649,301,6,151,2786771933612579840,STAR,-3.650489E-05,2475,53845,617
1237665443132801042,211.539756820179,28.2737314260302,18.27301,17.14831,17.14965,17.19126,17.28087,4649,301,6,181,2389175890211792896,STAR,9.400797E-05,2122,54178,59
1237665443134439581,215.729442104056,27.3275452096646,19.2009,16.77476,15.77957,15.47536,15.29524,4649,301,6,206,3832632635457380352,STAR,-2.270129E-05,3404,54967,252
1237665443136078001,219.792111918029,26.2515066725682,19.5449,18.60416,18.28446,18.18106,18.1362,4649,301,6,231,6780307329655265280,STAR,0.0001318374,6022,56076,502
1237665443129983077,204.405660824691,29.4680955925916,19.3376,18.85052,18.63744,18.62057,18.42538,4649,301,6,138,2357700989991020544,QSO,0.9451354,2094,53851,242
1237665443131162811,207.455511060257,28.9639961691139,19.07227,18.07518,17.79766,17.67949,17.66393,4649,301,6,156,3269771735884392448,STAR,-0.0004845826,2904,54574,576
1237665443131359257,207.984089562353,28.8781143214214,17.35811,16.36918,16.03314,15.90217,15.86616,4649,301,6,159,3269783555634391040,STAR,-0.0001817372,2904,54574,619
1237656906351116524,350.97857304818,-0.870978969935737,19.44029,18.01205,17.21881,16.81776,16.54294,2662,301,1,222,431275220158932992,GALAXY,0.09983191,383,51818,202
1237668335252406735,245.613317357159,11.5512923886185,19.44185,18.33913,17.88932,17.70452,17.63657,5323,301,1,120,2849742076243896320,STAR,-0.0003050296,2531,54572,325
1237668335252471923,245.685204403715,11.6007898268678,17.29757,16.40449,16.08729,15.93735,15.88156,5323,301,1,121,2849742900877617152,STAR,-0.0002871453,2531,54572,328
1237664853638119578,199.077487655707,36.9802122168907,18.37983,17.41649,17.02717,16.85802,16.81376,4512,301,4,22,2287869356639545344,GALAXY,0.0123338,2032,53815,148
1237661387601412201,200.434961968137,56.809014176429,19.28938,17.38383,16.26072,15.81398,15.45941,3705,301,4,51,1486308594721777664,GALAXY,0.1355545,1320,52759,439
1237661387602460874,204.728048424243,56.2593456846851,19.45712,18.11318,17.6819,17.40589,17.2831,3705,301,4,67,1488546101421172736,GALAXY,0.05098705,1322,52791,387
1237661387602591870,205.244601537848,56.2171593027945,19.01807,17.91088,17.3358,17.00753,16.81498,3705,301,4,69,1487467205183432704,GALAXY,0.1229104,1321,52764,558
1237661387609735286,229.152816035509,48.6872594856318,18.51075,16.66811,15.78659,15.34562,15.04769,3705,301,4,178,1497477709771597824,GALAXY,0.0730767,1330,52822,112
1237661387610062915,230.162302738485,48.2041224685657,18.83982,17.24266,16.41327,15.94935,15.60762,3705,301,4,183,1497452421004158976,GALAXY,0.05796733,1330,52822,20
1237661387616747811,245.868165512011,37.9847918110561,19.20747,17.81548,16.74343,16.24392,15.87293,3705,301,4,285,1505480504231618560,GALAXY,0.1744955,1337,52767,554
1237673756573172020,97.4569679153295,26.1822003471763,17.6266,16.2161,15.64608,15.3782,15.25912,6585,301,3,94,3015233687814957056,STAR,5.192009E-05,2678,54173,268
1237673756573893309,99.1300284290696,26.9643132700135,18.8965,17.69777,17.26335,17.10948,17.03956,6585,301,3,105,3035589771113031680,STAR,0.0001460216,2696,54167,595
1237680284919136491,12.5232947071615,29.7153441759646,18.85822,17.38556,16.46164,15.93474,15.43506,8105,301,3,28,7041430899112826880,GALAXY,0.03585053,6254,56268,192
1237664289387905031,176.317897094642,13.8181247098672,18.72602,17.39603,16.81997,16.56845,16.45532,4381,301,1,39,3653646160003964928,STAR,0.0008599742,3245,54894,367
1237664289387905074,176.434130327391,13.9884447717687,17.50292,15.95964,15.30529,15.04023,14.87671,4381,301,1,39,3653646984637685760,STAR,0.0001969758,3245,54894,370
1237664289388560388,177.868065086998,13.882045081781,19.21206,18.9605,18.81013,18.48574,18.48521,4381,301,1,49,6058735780372961280,QSO,1.726699,5381,56009,976
1237664289389084714,179.192044993473,14.0117710399977,18.72696,18.39201,18.39739,18.22991,18.26815,4381,301,1,57,1985030863095621632,QSO,0.5455678,1763,53463,252
1237664289392951350,188.277144111903,14.1320704688419,19.11434,18.02642,17.53685,17.29678,17.2163,4381,301,1,116,3663730605692133376,STAR,-0.0001125459,3254,54889,190
1237664289393344518,189.139304493329,13.92001229089,18.92569,17.72014,17.16669,16.90598,16.7608,4381,301,1,122,3663692947418882048,STAR,-0.0003196216,3254,54889,53
1237664289393868858,190.365725460598,13.8964586495854,19.18112,16.60603,15.44453,14.9919,14.7724,4381,301,1,130,3664856505531867136,STAR,-1.659828E-05,3255,54885,190
1237664289394524166,191.919679999492,13.8556499673592,18.57594,17.21917,16.55908,16.28363,16.16276,4381,301,1,140,3664813074822569984,STAR,-0.001067027,3255,54885,32
1237664289395900434,195.172435701271,13.8680307273462,18.31706,17.1054,17.02991,17.01355,17.02341,4381,301,1,161,1993995456861988864,STAR,0.0005465389,1771,53498,97
1237678600220442708,333.933838301181,14.172431049343,19.03189,17.64853,16.88929,16.4915,16.2056,7713,301,1,62,828785239122798592,GALAXY,0.1117214,736,52221,447
1237678600229028060,354.161557293544,16.3372290107853,19.37352,17.53215,16.577,16.1255,15.75892,7713,301,1,193,6909895223603910656,GALAXY,0.0680821,6137,56270,900
