objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,w1,w2
1237661361841045560,220.918800006833,41.6653732848807,17.47916,16.1014,15.38558,15.06035,14.79461,3699,301,4,195,1572975405797763072,GALAXY,0.02633826,1397,53119,339,12.41808,12.38151
1237661361841111198,221.094428167656,41.6198220514285,17.53591,16.04739,15.33247,14.96265,14.70767,3699,301,4,196,1571766217767675904,GALAXY,0.05894581,1396,53112,36,12.15396,12.07313
1237661361841176778,221.272870868264,41.4752490939593,19.11007,17.48139,16.64182,16.18932,15.86637,3699,301,4,197,1572973756530321408,GALAXY,0.09531374,1397,53119,333,13.17031,13.00737
1237661361841504454,222.184598161954,41.1136559919252,17.77122,16.41551,15.59634,15.18674,14.8768,3699,301,4,202,1573001244321015808,GALAXY,0.0793461,1397,53119,433,12.33377,12.17531
1237661361841701101,222.698694463562,40.9425419371267,19.48943,17.9284,17.1084,16.77913,16.63151,3699,301,4,205,1572923728751257600,STAR,-0.0001857751,1397,53119,151,13.77652,13.52007
1237661361841897688,223.112721432637,40.6757902730237,19.17865,17.71771,17.00586,16.61194,16.28776,3699,301,4,208,1572914108024514560,GALAXY,0.0911159,1397,53119,116,13.76452,13.61201
1237661361842880594,225.867300448348,39.7445255405966,19.502,17.60135,16.61057,16.1808,15.81661,3699,301,4,223,1574148860035491840,GALAXY,0.09545929,1398,53146,512,13.24685,13.14019
1237661361843863881,228.289870841555,38.5149406664788,18.94042,17.75565,17.36495,17.11983,16.94283,3699,301,4,238,1575267888430868480,GALAXY,0.03925649,1399,53172,487,14.76531,14.78345
1237661361843929204,228.440650584765,38.5005801328707,18.1525,16.78577,16.08573,15.65389,15.43761,3699,301,4,239,1575276134768076800,GALAXY,0.0812666,1399,53172,517,12.80618,12.56942
1237661387066048538,206.268372305009,55.4803048200049,18.10821,16.16534,15.28795,14.87127,14.55945,3705,301,3,74,1487319595747403776,GALAXY,0.06876889,1321,52764,21,12.06765,12.02281
1237661387067752556,212.582627000507,54.2153297163635,19.59767,18.3604,17.7677,17.42046,17.14539,3705,301,3,100,1490720115770025984,GALAXY,0.06724404,1324,53088,104,14.65476,14.62369
1237661387069259938,218.002479549174,52.7492587313664,16.83184,15.18771,14.42437,14.05844,13.78511,3705,301,3,123,1492974658926962688,GALAXY,0.04676908,1326,52764,114,11.2999,11.24633
1237661387074109601,232.347624018177,46.6039772945741,18.67137,16.76766,15.86677,15.44653,15.09084,3705,301,3,197,1498574746558687232,GALAXY,0.07625762,1331,52766,7,12.57648,12.53008
1237661387079877207,245.41050996689,37.6880595032566,18.65675,17.73919,17.37705,17.15934,17.02532,3705,301,3,285,1505374126481631232,GALAXY,0.03231508,1337,52767,167,14.99634,14.97969
1237661387082039493,249.438079008487,34.0943831313131,18.61399,16.61892,15.62664,15.20434,14.84488,3705,301,3,318,1507631148975548416,GALAXY,0.09831793,1339,52767,186,12.24214,12.14229
1237661387084070964,252.8704773197,30.4411208965597,18.6193,16.64615,15.77742,15.34798,15.03739,3705,301,3,349,1511126496876455936,GALAXY,0.0585063,1342,52793,614,12.50397,12.45731
1237661971184091352,181.62955688967,7.13364256108073,19.34719,18.10971,17.61431,17.33963,17.20255,3841,301,3,112,1827379031339722752,GALAXY,0.02763809,1623,53089,158,14.97962,14.90903
1237661971184353406,182.224827835943,7.17572318774657,19.45763,17.50104,16.5029,16.07877,15.70743,3841,301,3,116,1827344121845540864,GALAXY,0.1018859,1623,53089,31,13.12313,13.03597
1237661971184418854,182.353578840463,7.21022504939862,19.47518,18.29047,17.67848,17.29827,17.11298,3841,301,3,117,1827345771112982528,GALAXY,0.1431988,1623,53089,37,14.30297,14.00973
1237661971184812180,183.27758201001,7.14011902249462,19.44351,18.11402,17.34586,16.9385,16.70068,3841,301,3,123,1828507959886374912,GALAXY,0.137116,1624,53386,169,14.18092,13.96897
1237661971184812184,183.280143249166,7.22573940569506,18.99657,17.95391,17.57247,17.34991,17.2072,3841,301,3,123,1828508234764281856,GALAXY,0.03719145,1624,53386,170,14.88984,14.71638
1237661971191038069,197.578189718903,7.04312807544991,19.0794,17.58148,17.00259,16.63202,16.41195,3841,301,3,218,2021030815449769984,GALAXY,0.05550237,1795,54507,147,13.83211,13.90458
1237661972795293882,182.940389364432,8.41982601438817,19.07351,18.06474,17.69454,17.44458,17.32573,3841,301,6,121,1828574480339855360,GALAXY,0.07996146,1624,53386,411,15.07057,14.72052
1237661972796145804,184.965364842308,8.54815549372427,18.93257,17.87707,17.35839,17.12367,16.89141,3841,301,6,134,1829712470747408384,GALAXY,0.0243151,1625,53140,455,14.64746,14.48793
1237661972796473591,185.649944737143,8.52134677558209,18.92195,17.63293,17.00874,16.68522,16.45302,3841,301,6,139,1829757275846240256,GALAXY,0.09109306,1625,53140,618,13.96587,13.82009
1237661972796866686,186.545741320773,8.47865484816431,19.5557,18.25312,17.51083,17.11722,16.85782,3841,301,6,145,1830860091578935296,GALAXY,0.1305422,1626,53472,534,14.22077,13.91013
1237662194521538575,169.696337959981,41.3306594432233,18.77914,17.3768,16.80427,16.5725,16.4361,3893,301,3,99,3744916071291920384,STAR,-0.0005629309,3326,54943,629,14.84778,14.84482
1237662194522456094,172.574262775077,41.683862236796,19.06846,18.15541,17.78709,17.64132,17.58788,3893,301,3,113,9421788380608616448,STAR,0.0003264833,8368,57431,938,16.39775,16.39279
1237662194522849284,173.615874594414,41.7894668406198,18.40696,17.95472,17.8706,18.00287,17.82892,3893,301,3,119,5290643340035119104,QSO,0.8194246,4699,55684,144,14.06131,12.71426
1237662194526978061,186.406684876297,42.3950578043117,18.61064,18.44489,18.41688,18.21882,18.19687,3893,301,3,182,9439719767365933056,QSO,1.829321,8384,57513,636,15.42698,14.15592
1237662194531631177,200.606188268473,41.3722970218603,19.18777,18.6329,18.60805,18.57782,18.40724,3893,301,3,253,5299807494054631424,QSO,2.401429,4707,55653,715,15.86779,14.66645
1237662194531893356,201.460431858701,41.1495303648601,19.56263,18.62292,18.31267,18.23349,18.31154,3893,301,3,257,3792194246837116928,STAR,0.0002459856,3368,54954,594,16.35896,16.15745
1237662194533597242,206.38188295584,40.4468784286726,19.38242,19.03931,19.05529,19.07575,18.94147,3893,301,3,283,1550411776770729984,QSO,0.700817,1377,53050,173,15.06047,14.10733
1237662194540019826,223.942491738559,35.4087110747649,18.94941,17.96347,17.65206,17.55585,17.51898,3893,301,3,381,12100177003753527296,STAR,-0.0006346125,10747,58220,475,16.23502,16.27681
1237662199891558540,221.65265448943,10.5257610096448,19.45017,18.16951,17.63308,17.30455,17.09824,3894,301,5,119,1926586323729147904,GALAXY,0.0533676,1711,53535,624,14.76248,14.86601
1237662199891623948,221.795477382984,10.6008221276695,18.00432,17.68021,17.21681,16.8029,16.67051,3894,301,5,120,1928773257255741440,QSO,0.1679038,1713,53827,388,13.33833,12.57505
1237662199894048934,227.368998826484,9.77075669839484,19.23127,17.30468,16.3614,15.94092,15.61966,3894,301,5,157,1933345577299372032,GALAXY,0.08288946,1717,53883,638,13.08925,13.06189
1237662223544418349,223.1242628469,32.2534348222225,18.05066,16.824,16.30647,16.07915,15.98815,3900,301,1,585,3732426718695235584,STAR,-0.0003835712,3315,54942,249,14.47636,14.5381
1237662223544483942,223.273018096687,32.2131297718782,19.13529,18.2473,17.98007,17.87478,17.86955,3900,301,1,586,3732414624067330048,STAR,-0.0005510749,3315,54942,205,16.60086,16.88083
1237662223544483946,223.268711412358,32.192584096883,18.6277,16.99329,16.39098,16.18669,16.10555,3900,301,1,586,3732415723578957824,STAR,-0.0002845761,3315,54942,209,14.64632,14.7041
1237662223544746072,223.863941052182,31.8969908753408,17.7462,16.89068,16.60427,16.49497,16.4584,3900,301,1,590,4357324537169467392,STAR,-0.0002252888,3870,55273,334,15.26275,15.31684
1237663789033390247,127.862721380394,60.9951991586164,15.98043,14.472,13.83234,13.49604,13.29195,4264,301,5,179,2110066517365254144,GALAXY,0.02111371,1874,54452,473,10.84115,10.90219
1237663789037453431,142.603470567845,67.7070341984168,17.42521,16.01591,15.32335,14.96298,14.68736,4264,301,5,241,2114571491751258112,GALAXY,0.02117227,1878,54474,478,12.17172,12.09735
1237664673249230852,185.20798692904,37.6972665100417,19.11717,18.0498,17.68107,17.44324,17.26622,4470,301,4,18,2252941440235628544,GALAXY,0.05402209,2001,53493,57,15.02426,15.1287
1237664673250213895,188.065026307922,37.5282585805353,17.26777,16.04619,15.38207,15.05896,14.7463,4470,301,4,33,2263177343767963648,GALAXY,0.02101149,2010,53495,431,12.08126,11.928
1237664673250672766,189.496100501626,37.5285506120789,18.93154,17.13959,16.28405,15.79472,15.42316,4470,301,4,40,2263219674965633024,GALAXY,0.03601274,2010,53495,585,12.50485,12.40017
1237664673251721415,192.535824735486,37.2744239163143,19.49947,17.64568,16.91032,16.47006,16.12864,4470,301,4,56,2239485896493656064,GALAXY,0.03973735,1989,53772,258,12.97183,12.79041
1237664673254735931,201.083866347938,36.5960709364505,15.15612,14.50097,14.28264,14.16432,14.00618,4470,301,4,102,2366723311959828480,GALAXY,0.01589933,2102,54115,297,11.82392,11.58854
1237664673257881636,209.674094092632,35.0880377941066,17.07988,15.49001,14.68459,14.23044,13.83142,4470,301,4,150,2069534653949175808,GALAXY,0.03478079,1838,53467,475,10.03213,9.366364
1237664673258275012,210.799992731024,34.6846061113951,16.86522,15.66762,15.31873,15.09791,15.00486,4470,301,4,156,2069422778641049600,GALAXY,0.04418589,1838,53467,68,12.51967,12.40352
1237664673788330038,191.717545561698,37.832668216832,18.14645,17.83817,17.52256,17.50818,17.48503,4470,301,5,52,2239488645272725504,QSO,1.260686,1989,53772,268,14.21018,12.92788
1237664854183116860,221.047585313746,32.6352779652956,19.0224,18.07933,17.81714,17.72447,17.67272,4512,301,5,146,2074037979269064704,STAR,-0.0002002507,1842,53501,474,16.60818,16.96771
1237664854183116875,221.078839267298,32.6664566033572,17.3103,16.42602,16.18681,16.08582,16.07715,4512,301,5,146,2074058595112085504,STAR,-0.0001969057,1842,53501,549,14.91131,15.03878
1237664854183837854,222.87860726552,32.035427381878,19.104,18.20194,17.94983,17.85527,17.84414,4512,301,5,157,3732440737468489728,STAR,-0.0001177226,3315,54942,300,16.82754,17.61628
1237664854183837880,222.926687517489,31.9607048088022,19.02357,18.14205,17.77327,17.62548,17.58391,4512,301,5,157,3732437438933606400,STAR,-0.0001874311,3315,54942,288,16.01894,15.95762
1237664854184165447,223.755858053016,31.7901138873383,17.44448,16.06777,15.48756,15.27572,15.16586,4512,301,5,162,3732393733346402304,STAR,-0.0002453065,3315,54942,129,13.61332,13.64105
1237664854184230936,223.875334489738,31.6702893812035,17.86558,16.47212,15.91509,15.69291,15.58509,4512,301,5,163,3732383287985938432,STAR,-0.0001889822,3315,54942,91,14.028,14.0733
1237664854184558603,224.617532789151,31.4436205518835,19.20876,18.18528,17.85597,17.73052,17.67104,4512,301,5,168,2076250207351236608,STAR,-0.00133185,1844,54138,330,16.56899,16.43035
1237665440977125379,190.129727879024,29.221358104857,17.13002,16.1727,15.92639,15.82075,15.83395,4649,301,2,56,2766423827293431808,STAR,-0.0004107351,2457,54180,319,14.65209,14.73123
1237665440977190946,190.322829441368,29.1539956792829,14.93182,14.0644,13.96133,14.13364,14.2673,4649,301,2,57,2766418054857385984,STAR,-0.0002679997,2457,54180,298,13.55306,13.63025
1237665440977190968,190.419090041762,29.1918942966919,18.15366,16.79781,16.29608,16.14788,16.13209,4649,301,2,57,2766416680467851264,STAR,-0.0001352884,2457,54180,293,14.7288,14.8059
1237665440977584243,191.388629235344,29.011315293632,19.40857,18.05482,17.53604,17.39417,17.29673,4649,301,2,63,2766374624148088832,STAR,-3.578092E-05,2457,54180,140,15.94045,15.92974
1237665440977780741,191.820714528734,29.1312833884233,16.73303,15.18873,14.60444,14.39254,14.29791,4649,301,2,66,2766362254642276352,STAR,-7.200224E-05,2457,54180,95,12.70911,12.76138
1237665440977780748,191.826815480899,29.1148259825398,18.49339,17.00476,16.47646,16.29245,16.20384,4649,301,2,66,2766361979764369408,STAR,6.362859E-05,2457,54180,94,14.71266,14.76173
1237665440977846275,191.977230704859,29.1496160496484,17.4982,16.27829,15.77217,15.56491,15.48033,4649,301,2,67,2766350160014370816,STAR,0.0001926881,2457,54180,51,13.94235,13.96943
1237665440978042920,192.600924828441,29.1076865175304,18.72179,17.42498,16.90889,16.68059,16.59615,4649,301,2,70,2766340264409720832,STAR,0.0003240931,2457,54180,15,15.00312,14.99312
1237665440982499357,204.125434125465,27.9109505344484,18.69781,17.83774,17.63186,17.53059,17.519,4649,301,2,138,2786685072193985536,QSO,2.125987,2475,53845,301,16.46432,16.31329
1237665440983810220,207.455066056763,27.2414170575112,19.03659,17.75759,17.23419,17.01348,16.90095,4649,301,2,158,3269625775715805184,STAR,-6.239407E-05,2904,54574,45,15.44404,15.37743
1237665440997703921,240.217956892803,17.5259443246739,19.59628,19.10205,18.94525,18.71477,18.67325,4649,301,2,370,2472587855147329536,QSO,1.606061,2196,53534,406,15.70126,14.23293
1237665441514324018,190.979818934726,29.6303963741469,18.93076,17.07127,16.13052,15.68037,15.3483,4649,301,3,61,2518670316545271808,GALAXY,0.1034807,2237,53828,117,12.68917,12.50515
1237665441522188440,211.236032943157,27.0078723224996,19.07693,18.07678,17.46506,17.30033,16.90555,4649,301,3,181,2390350162171029504,GALAXY,0.1575612,2123,53793,235,14.28756,14.0757
1237665441523630331,214.775024111636,26.2313894390266,18.91452,17.82512,17.40111,17.12318,16.99686,4649,301,3,203,2394796588301051904,GALAXY,0.01519774,2127,53859,27,15.06274,14.87942
1237665441526972550,222.901699501448,24.0659341331263,18.96398,18.00796,17.67222,17.4277,17.2847,4649,301,3,254,2414085319293954048,GALAXY,0.03964245,2144,53770,567,15.02822,14.9904
1237665441540145207,252.158213530255,12.3588873725785,18.04218,17.05277,16.7262,16.61652,16.56989,4649,301,3,455,3148126168356513792,STAR,-0.0001998598,2796,54629,400,15.37577,15.67722
1237665530636599429,210.057380009785,24.2391934268434,17.81516,17.03529,16.67645,16.54651,16.5189,4670,301,1,87,2385805880596654080,STAR,-0.0003875323,2119,53792,87,15.26523,15.31296
1237665530636730459,210.285952356109,24.2151279090807,19.52039,18.96759,18.43715,18.18444,17.7023,4670,301,1,89,2385793236212934656,QSO,0.3702548,2119,53792,41,13.81821,12.71956
1237665530636861472,210.57449024907,24.1666359111613,18.10607,17.16621,16.84924,16.71974,16.6852,4670,301,1,91,2391490905098971136,STAR,-0.0002933559,2124,53770,289,15.54789,15.6027
1237665530637058085,211.108068490448,24.0369570010396,18.50874,17.38912,17.34012,17.35333,17.344,4670,301,1,94,2391477710959437824,STAR,-3.022956E-05,2124,53770,241,16.44465,16.28304
1237665530638106665,213.651215658384,23.6513880053837,19.18041,18.94088,18.86594,18.92827,18.74312,4670,301,1,110,2395982685479659520,QSO,0.7983801,2128,53800,246,14.24934,12.96677
1237665530638499908,214.650609915465,23.4612553922112,19.17286,19.19048,19.17771,19.02426,18.88163,4670,301,1,116,2395929084287805440,QSO,1.992105,2128,53800,51,16.15348,14.97246
1237665530639548429,217.137747718062,22.9159736853554,17.65862,16.70361,16.34522,16.21193,16.15875,4670,301,1,132,2400443673880848384,STAR,-0.000296314,2132,53493,91,14.91311,15.08807
1237665530639876109,217.890055036642,22.7196285965817,18.55926,17.72584,17.3747,17.26552,17.20658,4670,301,1,137,6771189079659010048,STAR,-0.000342185,6014,56072,98,15.88478,15.99603
1237665530641383533,221.538712995388,21.6066765095389,19.34806,18.53233,18.27887,18.20058,18.18385,4670,301,1,160,3836039197425246208,STAR,-8.276335E-05,3407,54971,357,17.07886,17.48817
1237665530641842212,222.567010386168,21.3586307444892,19.0954,17.81773,17.25816,17.02979,16.92854,4670,301,1,167,3835989169646182400,STAR,-0.0008563214,3407,54971,175,15.34906,15.36338
1237665530641907740,222.685367670389,21.2984217294184,18.62377,17.74998,17.45776,17.31894,17.30619,4670,301,1,168,6648514917963159552,STAR,5.871898E-05,5905,56065,276,15.99469,16.19224
1237665530643087513,225.575311090055,20.5177798054997,17.83762,16.90361,16.52944,16.36619,16.31151,4670,301,1,186,3142554666835929088,STAR,-0.0001000219,2791,54556,611,15.05313,15.14385
1237662223544746258,223.851159204612,31.8053854063726,19.48145,18.56943,18.44467,18.40966,18.41144,3900,301,1,590,3732381363840589824,STAR,-0.0003362322,3315,54942,84,17.67992,18.28937
1237662223544811785,224.163878496809,31.8804113837388,19.57859,17.37106,16.49178,16.18631,16.04173,3900,301,1,591,3732384112619659264,STAR,-7.940166E-05,3315,54942,94,14.31307,14.42764
1237662223545008310,224.573433547762,31.7444487484153,19.27322,19.09826,19.01993,18.78687,18.80931,3900,301,1,594,1855561714758608896,QSO,1.636552,1648,53171,286,15.86904,14.58229
1237662223545336016,225.283762924224,31.2890612832839,19.48167,18.6264,18.24245,18.06055,18.017,3900,301,1,599,3304595744345843712,STAR,-0.0002364315,2935,54652,289,16.47376,16.71693
1237662223545401372,225.471726268024,31.2356558819591,19.13055,17.8654,17.362,17.15557,17.0286,3900,301,1,600,3276447971427772416,STAR,-0.0006964704,2910,54630,288,15.64926,15.75967
1237662223545532466,225.847095232794,31.0911757541377,18.89226,17.56993,17.0296,16.8238,16.72827,3900,301,1,602,3276437526067308544,STAR,0.0001369377,2910,54630,250,15.34463,15.33987
1237662223545532497,225.77740783233,31.2203662959876,19.42914,18.2557,17.75584,17.56583,17.46513,3900,301,1,602,3276438350701029376,STAR,-0.0006113182,2910,54630,253,16.15903,16.01384
1237662223545598019,226.018030615663,31.1453897224946,19.0886,17.62305,17.04543,16.81444,16.70738,3900,301,1,603,3276436151677773824,STAR,-0.0001925354,2910,54630,245,15.14561,15.14965
1237662223545598146,225.976629981238,31.0524822616409,19.59759,18.68741,18.38568,18.28636,18.25798,3900,301,1,603,3304586948252821504,STAR,-0.0004395531,2935,54652,257,17.09311,16.54745
1237662223545794730,226.567055097592,30.9555719733396,18.87489,17.27208,16.69151,16.46376,16.37612,3900,301,1,606,3276402616573126656,STAR,-0.0001978579,2910,54630,123,14.83419,14.88128
1237662223545860210,226.635938380068,30.7858462206287,17.83764,16.48326,15.92882,15.71528,15.62573,3900,301,1,607,3276405365352196096,STAR,-0.0001353713,2910,54630,133,14.12164,14.1765
1237662223550447781,237.21549748955,25.9865457042693,17.54356,16.42303,15.91468,15.71449,15.61154,3900,301,1,677,2768659690295420928,STAR,-0.0004818866,2459,54544,261,14.06372,14.10844
1237662223550579028,237.502634965324,25.8013305541629,19.46722,18.11899,17.57782,17.37181,17.28744,3900,301,1,679,2768669311022163968,STAR,7.023943E-05,2459,54544,296,16.01196,16.17673
1237662223551103050,238.628373935016,25.2208667370411,19.03656,18.58396,18.53161,18.16191,17.78733,3900,301,1,687,2083059202078566400,QSO,0.4193172,1850,53786,525,13.63994,12.55179
1237662267530346580,212.217388393453,6.55117540414889,18.68402,18.54138,18.23915,18.19865,18.1454,3910,301,3,13,2054827587036801024,QSO,1.498809,1825,53504,219,14.9835,13.61372
1237662267530674366,212.859167817874,6.43753213652336,18.95898,17.87561,17.44033,17.13494,16.98878,3910,301,3,18,2054810544606570496,GALAXY,0.1105357,1825,53504,157,14.4757,14.19064
1237662267531460735,214.730803290194,6.40054777232026,18.3955,16.98994,16.29017,15.90705,15.58052,3910,301,3,30,2056013959999285248,GALAXY,0.05593972,1826,53499,439,12.95139,12.82793
1237662267537424414,228.348199512711,5.28064569808275,18.23116,16.97248,16.52935,16.72819,16.33178,3910,301,3,121,2063817761594828800,STAR,-5.814976E-05,1833,54561,157,15.06562,15.31433
1237662267538014392,229.816266783599,5.30063437350254,18.97253,18.03753,17.71612,18.02386,17.53928,3910,301,3,130,2063940357141325824,STAR,1.890905E-06,1833,54561,603,16.19817,16.28765
1237662267539784016,233.814357110981,4.95270684691613,18.71128,17.78427,17.18545,16.77949,16.55695,3910,301,3,157,2067249612363687936,GALAXY,0.09892733,1836,54567,354,13.64656,13.45953
1237662267539980522,234.163888078414,4.73439280356653,19.32813,17.78014,17.13391,16.80142,16.52244,3910,301,3,160,2067226247741597696,GALAXY,0.03741862,1836,54567,269,14.06249,13.89929
1237662267540242775,234.815330233115,4.66228544324796,19.59171,17.98291,17.07686,16.60347,16.25243,3910,301,3,164,2067199309706717184,GALAXY,0.1096059,1836,54567,171,13.38117,13.23565
1237662267543191710,241.533504249927,4.05714919462681,18.7676,17.43877,17.03716,17.15725,16.87578,3910,301,3,209,2052596959230846976,STAR,-0.0002893373,1823,53886,296,15.62078,15.69879
1237662337325072540,231.693620176261,37.544805029803,18.51531,17.10575,16.52843,16.18214,16.01619,3926,301,5,36,1576408636744296448,GALAXY,0.06023578,1400,53470,541,13.64675,13.55566
1237662337325859059,233.676024175639,36.4927951716852,18.82072,17.2427,16.41376,15.95749,15.6304,3926,301,5,48,1577542227763161088,GALAXY,0.07673731,1401,53144,569,13.16326,13.07334
1237662337326448911,234.952246881956,35.8191574759643,19.21069,17.25355,16.33509,15.87792,15.54977,3926,301,5,57,1577391869548062720,GALAXY,0.06612295,1401,53144,22,12.9725,12.75982
1237662337326579887,235.16070623019,35.5895398559685,19.10875,17.70521,16.98401,16.53683,16.23284,3926,301,5,59,1578636512147302400,GALAXY,0.07787018,1402,52872,454,13.34909,13.18328
1237662337327693884,237.708144146517,34.0769311689137,17.4458,16.39415,15.98499,15.69378,15.56273,3926,301,5,76,1579800626039121920,GALAXY,0.05313268,1403,53227,593,12.92519,12.70107
1237662337327694043,237.714078357027,34.1298394648098,18.62351,17.03604,16.26248,15.82477,15.4657,3926,301,5,76,1579802000428656640,GALAXY,0.05149679,1403,53227,598,12.39019,12.27144
1237662337327759675,237.974069544863,34.0734468571508,19.54408,17.66998,16.8299,16.4282,16.12683,3926,301,5,77,1579800076283308032,GALAXY,0.04877935,1403,53227,591,13.69998,13.65794
1237662337328611495,239.706057614125,32.8139057036346,19.16455,18.16686,17.79318,17.50448,17.39246,3926,301,5,90,1580902604823619584,GALAXY,0.05468309,1404,52825,506,14.97793,14.90284
1237662337328808026,240.14946764807,32.5332268617371,19.59623,18.68859,18.21725,17.7829,17.67805,3926,301,5,93,1580926519201523712,GALAXY,0.1503161,1404,52825,593,14.69162,14.20136
1237662337329332449,241.273839155802,31.8561330075058,19.10008,18.0076,17.47805,17.12886,16.96532,3926,301,5,101,1582010912561195008,GALAXY,0.1235284,1405,52826,442,14.29514,13.97223
1237662337329332641,241.394038899865,31.8058425361048,19.13737,17.44173,16.53159,16.11297,15.77508,3926,301,5,101,1582033727427471360,GALAXY,0.1153181,1405,52826,525,13.21515,13.07642
1237662337330184473,243.094593780727,30.6521333029989,19.22581,17.64253,16.86702,16.43681,16.13627,3926,301,5,114,1583163751341778944,GALAXY,0.05101381,1406,52876,540,13.49239,13.46891
1237662337330381042,243.558746760881,30.4219027636491,18.97215,17.90644,17.53041,17.29762,17.14864,3926,301,5,117,1583183817428985856,GALAXY,0.03228875,1406,52876,613,15.08192,15.03558
1237662337330381117,243.506722312807,30.2872859326417,19.04189,17.74335,17.15395,16.79415,16.57854,3926,301,5,117,1583153855737128960,GALAXY,0.05424275,1406,52876,504,13.99375,13.83453
1237662337330577768,243.849497094077,30.0158844110024,19.27991,17.74936,16.95849,16.54641,16.2741,3926,301,5,120,1583178319870846976,GALAXY,0.1590068,1406,52876,593,13.33999,13.00469
1237662337330839694,244.553560111959,29.7379521145654,19.07779,19.05331,18.75603,18.6459,17.93736,3926,301,5,124,1584288551904765952,QSO,0.3122275,1407,52886,536,14.2762,13.2765
1237662337331495224,245.841820892355,28.7842459848,19.50611,18.22469,17.44911,17.00211,16.72593,3926,301,5,134,1584302570678020096,GALAXY,0.1458651,1407,52886,587,13.88296,13.62161
1237662337332085034,246.857481499157,27.8370398958594,18.46678,17.34644,16.90513,16.56559,16.36747,3926,301,5,143,1585413351226238976,GALAXY,0.04967868,1408,52822,532,13.68475,13.45243
1237662337332150344,247.131606655062,27.8258157943086,19.58488,18.45058,17.84497,17.44263,17.27309,3926,301,5,144,1585425445854144512,GALAXY,0.1285974,1408,52822,576,13.90469,13.55836
1237662337332478313,247.775435128408,27.2568903480448,19.54406,17.63763,16.69703,16.27036,15.94101,3926,301,5,149,3319233540985481216,GALAXY,0.0870176,2948,54553,293,13.32407,13.23628
1237662337332543797,247.867934472582,27.2029025915303,18.38849,16.35346,15.31558,14.80206,14.45538,3926,301,5,150,3319231067084318720,GALAXY,0.08740923,2948,54553,284,11.79462,11.6813
1237662337332806025,248.309426143701,26.7103618078177,18.33385,16.28571,15.27154,14.77943,14.42154,3926,301,5,154,1586516986056173568,GALAXY,0.07063381,1409,52824,451,11.7656,11.71941
1237654653640704120,131.738356721857,47.0692438644177,19.02214,17.9351,17.5127,17.33174,17.27936,2137,301,5,221,3574904358795583488,STAR,-0.0007112493,3175,54828,626,15.95221,15.91472
1237654653640704166,131.578892007203,47.0604047837085,19.58262,18.53336,18.09186,17.9455,17.83168,2137,301,5,221,3574892813923491840,STAR,-0.0003589478,3175,54828,584,16.67861,16.64468
1237654653640966225,132.275967461701,47.4857289009607,18.70169,17.80946,17.46277,17.31924,17.27393,2137,301,5,225,5810818997365790720,STAR,0.0004686322,5161,55968,180,15.84909,15.81217
1237654653641031704,132.555680744812,47.4530638836391,18.21791,17.26795,16.98399,16.87167,16.83958,2137,301,5,226,5812055396932933632,STAR,-0.0002563295,5162,55893,582,15.74924,15.61495
1237654653641162830,132.750838271642,47.8041071385756,17.74126,16.80079,16.45834,16.31913,16.26515,2137,301,5,228,8457815739239520256,STAR,-0.0008339186,7512,56777,202,15.03654,15.26072
1237655107837821156,170.454939913366,58.9095122879349,17.76001,16.59015,16.22915,16.12872,15.99193,2243,301,3,287,1071944712660740096,GALAXY,0.006290475,952,52409,320,14.35017,15.15338
1237655504569172165,253.511573041405,40.2614726316186,17.02637,15.43823,14.82551,14.58771,14.4751,2335,301,6,39,2455681214435059712,STAR,-0.0002597197,2181,53524,340,12.85576,12.89675
1237655504569368745,253.857538778848,39.9238391230834,19.18496,18.24504,18.06111,17.98126,17.95261,2335,301,6,42,2468081518451386368,STAR,-0.0007422186,2192,54232,396,17.11695,16.36015
1237655504569368769,253.915593623486,39.9397586185283,17.40839,16.48089,16.20569,16.09927,16.07083,2335,301,6,42,2455700455888545792,STAR,-0.0007093393,2181,53524,410,14.89712,15.03417
1237655504569368841,253.671921584077,39.9638575156621,19.44105,18.05345,17.53037,17.32833,17.23339,2335,301,6,42,2455687811504826368,STAR,-0.0001495849,2181,53524,364,15.81581,15.67669
1237655504569434146,253.90603897724,39.8923623332407,19.21552,18.88527,18.84167,18.56885,18.69837,2335,301,6,43,712788959033321472,QSO,1.772655,633,52079,343,15.5226,14.04785
1237655504569696377,254.363123454602,39.3718182533262,18.073,16.70096,16.20451,16.04223,15.97156,2335,301,6,47,2455643831039715328,STAR,-0.0001732956,2181,53524,204,14.5785,14.62477
1237655504571138250,256.586400979485,36.4783515882627,19.2822,17.71115,17.15462,16.93494,16.8609,2335,301,6,69,3346274380756838400,STAR,-0.0001120529,2972,54586,363,15.36311,15.56666
1237655504571269197,256.642202114177,36.2522292761604,18.49132,18.11958,17.92909,17.97786,17.94625,2335,301,6,71,5616224128547969024,QSO,0.917314,4988,55825,856,14.76007,13.76392
1237655504571269267,256.662219768722,36.2135340841068,18.68792,17.71837,17.38481,17.26405,17.22545,2335,301,6,71,12071908560826816512,STAR,-5.375859E-05,10722,58281,35,15.95691,16.21021
1237655504573038862,259.084262156706,32.6725259995905,18.25119,16.95581,16.46956,16.3235,16.25777,2335,301,6,98,3347358499305711616,STAR,-0.0002167109,2973,54591,211,14.776,14.99468
